tag,description
0,"We're looking for a Backend SDET/API Testing with knowledge on RESTful services testing through automated script using Rest Assured (mainly) or another libraries/frameworks Java and Javascript based.


Qualifications we are looking for:

Bachelor's degree in a related area and 5+ years of experience in the test automation field
3+ years of work experience in test automation using Selenium Web driver and Java.
Proficiency in RESTful services automation frameworks (preferably RestAssured)
Experience in CI/CD tools (preferably Git, GitLab CI and Gradle)
Proficient with either TestNG or Junit (preferably TestNG)
Excellent understanding of REST architecture and HTTP response codes
English - Advanced

Some qualifications we consider a plus.

Docker knowledge
Good CI/CD understanding
Knowledge on Javascript automation testing frameworks and libraries
Familiarity with Postman to test API's manually
Good understanding of mocked data (PowerMock or Mockito)

Job Duties

Create REST API testing frameworks based on Rest Assured / TestNG / Java
Maintain REST API scripts create by other teams (multiregional collaboration)
Understand and adjust Gradle build files, GitLab jobs and YAML files
Report issues within an agile environment (either Scrum or Kanban, through JIRA mainly)"
0,"Neo Financial is looking for a full-time Software Development Engineer in Test to join our team in Calgary or Remote.

As a full-time Software Development Engineer in Test, you will go far beyond unit tests, you bring a background in software development but with a significant interest in improving pre-existing code.


What you'll be doing:
Building mechanical solutions to problems. The most common example, but not the only one: manual regression testing is slow and error prone so you’ll envision and build automated testing solutions.
Decide how to minimize the complexity of managing fast and stable automated tests for Web, API, Android, and iOS.
Play a crucial role in deciding what tools need to be built to improve the speed and comprehensiveness of software testing
Who we're looking for:
A minimum of 3 years development experience.
A strong passion to delight our customers with our software and services.
Familiarity with the linux command line / bashAn aptitude for puzzle solving and/or engineering work.
An attitude of going out of your way to help and teach those around you.
Effective communication skills. You won’t be programming all the time, you’ll need to communicate across teams and within your team to improve the customer experience
What will help you succeed:
Previous experience building test frameworks and tooling.
Professional programming experience.
What it’s like to work with us:
At Neo, you’ll be working with industry-leading technology that changes the way we live and realize a better financial future. It’s a serious deal, but that doesn’t mean we don’t know a thing or two about having fun. Our entrepreneurial environment gets our adrenaline pumping and beats the regular 9-5 job. We’re in it together, always. Gain hands-on experience and be part of the future."
0,"Key Responsibilities
Work with core engineering team, and establish core test strategies, test plans and test cases. Integrate testing suites into engineering team's CI/CD pipeline.
Design and implement technical solutions to increase testing productivity and test coverage, being accountable for the goal of reducing the overall cost of quality.
Design and build the test automation tools for Desktop client applications and back-end services.
Define quality and risk metrics for communicating the quality of the product.
Collaborate with SRE and Engineering team to diagnose live issues and carry out root cause analysis and feedback into regression testing.
Lead and mentor a team of SDETs, supporting their career and technical development.
Create a culture obsessed with quality of gamer experience.
Qualifications
8+ years of professional experience, with proven track record designing and implementing large scale test automation systems for desktop applications and back-end services.
Development of software for testing using at least one language like Python, Go, C#, Java, C++, Javascript, TypeScript, etc.
Experience testing on multiple platforms: PC Windows / Mac / Linux.
Knowledge of networked applications and distributed systems, knowing where they can break and know how to test for quality, performance and resilience.
Bug tracking tools and define procedure to help track and log bugs and reporting the state of quality.
Using automatic code review tools for static code analysis
Familiarity with Cloud platforms like AWS and/or GCP.
Self-starter, self-driven to produce results and continually improve.
Experience and comfortable in supporting a live service environment.
Able to lead and work with a distributed team.
BA / MS degree in Computer Science or a related field."
0,"Introduction
As a Test Specialist at IBM, your analytical and technical skills will directly impact the quality of the software we create. Come work in an agile environment where you will help each iteration reach the next level. Whether the testing is manual, automated, or cognitive, you hold a key role in releasing the best deliverables to IBM’ers and our clients.

Your Role and Responsibilities
As a Test Specialist at IBM, your analytical and technical skills will directly impact the quality of the software we create. Come work in an agile environment where you will help each iteration reach the next level. Whether the testing is manual, automated, or cognitive, you hold a key role in releasing the best deliverables to IBM’ers and our clients.

Required Technical and Professional Expertise
From 2 to 4 years of experience with the following technologies:
Java (7, 8 above)
Software Testing Life Cycle (Agile)
Object Oriented Programming Concepts
JUnit
API Test (Ready API or Postman)
Manual testing
Cucumber
Selenium
SQL
Gherkin
Fluent English"
0,"Dealerware has an immediate, full-time opportunity for a Sr. Software Development Engineer in Test (SDET) in to assist with ensuring quality in our product. We are looking for someone who has professional experience designing and implementing comprehensive and effective testing strategies.
Ideal candidates will have diverse experience with all phases of software testing on a variety of platforms: mobile devices, front-end and back-end services, and experience with industry standard test automation tools and frameworks. Applicants should have at least 6 years of software testing experience.

As a Sr. SDET, you will:
Collaborate with Scrum Teams to develop and execute test plans based on deliverable requirements and acceptance criteria
Establish a comprehensive test strategy and develop an implementation plan
Build, maintain, and improve the test automation framework and scripts for testing mobile and web applications within our CI/CD pipeline
Identify app-related issues via automated test scripts
Track and validate defects to ensure that issues are resolved promptly
Work with Engineering Management to improve the testing process
Required qualifications:
4+ years experience architecting and implementing test automation frameworks for mobile and web applications
Proficiency writing integration tests
Proficiency testing restful API’s, UX, and microservices
Understanding of testing practices within a CI/CD pipeline
Understanding of best-practice software quality assurance practices
Experience leading QA and/or Automation teams
Experience using Jira or similar bug tracking software
Experience working in an Agile engineering environment
What will make you stand out:
Proficiency with Webdriver.io, Selenium, Postman, and/or Appium frameworks
Experience mentoring others on software QA practices
Advanced knowledge of the Software Development Lifecycle and Software Testing cycles
Experience using Zephyr or other test management tool
Experience working in Ruby, Java, and Javascript
Experience analyzing business processes and requirements
Experience collaborating with DevOps Engineers to implement CI/CD
Your peers would say you:
Have a track record of implementing test strategies that shorten test cycle times and increase code coverage
Have a passion for product quality and software testing
Are excellent at documentation and in-person communication
Can lead small teams to complete multiple business initiatives
Make informed decisions and know when to ask for advice
Love to learn new things and can do so quickly
"
0,"We're looking for a SDET Python, with strong knowledge about Java, and solving problems using the new Java 8 incorporations, a very good experience in development with Spring Framework.

Location: Mexico

Required Skills:
Bachelor's degree in computer science, IT or master's degree in engineering or a Master of Science in quality assurance preferred
5+ years of previous experience as a software developer in test or related role
In-depth understanding of Testing best practices, testing tools and strategies forFunctional, Integration and Robustness testing
Hands on experience to design and development of setting up Automated Test coverage for backend and full stack systems
Hands on experience on Robustness testing tools likeTaurus, Jmeter
Hands on knowledge of setting up any CI/CD tool e.g.Jenkins Pipeline model
Hands on developer skills in any of the programming language: Python, Cucumber, Java
Knowledge in setting up cloud test environments usingGCP, AWS etc and deploy ment tools – like dockers
Work experience in agile and as integrated QE in scrum team

Responsibilities:
Design and development of Automated test coverage for Functional, Integration and E2E testing of product use cases
Design and Development of testing tools and scripts as needed for automated test coverage
Design and Development of Robustness test coverage and tools as needed forPerformance, Scale and Load testing
Knowledge to set up Test Environments using cloud infrastructure Example: GCP, Kubernetes with collaboration with Infrastructure team, AWS.
Design and Development of test execution infrastructure with CI/CD using Jenkins, Spinnaker or CircleCI.
Setting up monitoring and alerts for specific use cases using existing tools"
0,"Job Description

Join our team and experience Workday!

It's fun to work in a company where people truly believe in what they're doing. At Workday, we're committed to bringing passion and customer focus to the business of enterprise applications. We work hard, and we're serious about what we do. But we like to have a good time, too. In fact, we run our company with that principle in mind every day: One of our core values is fun.

We are looking for a Senior SDET who is passionate about developing tools to improve the productivity of developers and testing across multiple applications. As an Senior SDET you will have the opportunity to work with Developers, Quality Assurance Engineers and Product Managers to help build a new generation of on-demand Enterprise solutions designed to meet the needs of today's global businesses. We're solving some tough problems in finding and organizing content, relevance, relatedness, integrations, infrastructure, and enterprise search. We build high-quality applications and micro-services and also care deeply about how our services operate in production with attention paid to testing, monitoring, logging and delivery.

About the role:

Drive and develop automation strategy towards continuous delivery

Increase scrum team productivity by supporting their automation tooling needs

Drive design and implementation of development and test infrastructure

Focus on developing test code rather than fixing or finding bugs

Blaze new trails with the freedom to implement new tools and processes to improve our automation coverage and capabilities

About you:

A degree or diploma in Computer Science or equivalent

5-8+ years in Test Automation or Development

Experience building automation infrastructure from the ground up

Experience with scripting/automation frameworks such as: Cypress, Selenium, JUnit, Bamboo

A track record as a champion of quality

Knowledge of continuous integration and tooling

A positive attitude and excellent communication skills

Experience in an Agile environment

High degree of attention to detail"
0,"We are hiring a Senior Software Developer in Test (SDET) to join our platform teams to create robust testing frameworks to ship software predictably, frequently and safely. This role would be the first SDET on the team and as such is expected to be the subject matter expect on software test automation and be able to continuously drive quality improvements in our software and processes. Our stack is primarily Python services, pipelines and ReactJS front-end components all deployed on Google Cloud Platform.
You will be responsible for:
End to end planning and implementation of the test pyramid from unit tests, integration tests, API tests, end to end and performance tests across the platform and infrastructure
Work with both platform and infrastructure developers to implement and maintain testing frameworks across their stacks
Lead by example in the practice and promotion of quality testing across the team through continuous education on testing patterns and best practices to ultimately increase adoption of these patterns across all squads and by all developers
This role will suit you if you:
you are a full stack software developer and bring software development discipline to automated testing including software design and architecture
you have experience in multiple programming languages with in-depth knowledge of either Python or Javascript (or both)
you are well versed in all aspects of software testing and have experience in a variety of test automation frameworks such as Jest, Cypress, Python UnitTest, Postman API testing, etc.
you have experience working with web-based software and have detailed knowledge of the browser and the request / response lifecycle
you have experience working with cloud deployments, CI/CD pipelines, Infrastructure as Code and designing meaningful quality gates into our release pipelines
you have experience testing services and data pipelines that integrate with 3rd party APIs
Note: candidates with test automation experience primarily using Selenium will not be considered for this role
Bonus Points For
Previous experience working with microservices and containers deployed on Google Cloud Platform
Previous experience with B2B or business insights and analytics
Experience in the marketing and advertising space"
0,"Position Summary
The SDET contributes to the Test Engineering function, test infrastructure, test strategy, test automation and test plans for Technology Services’’ (TS) applications, services and delivery infrastructure. This team-oriented position will develop and execute test automation, repeatable test procedures, implement and support TS Test practices across TS’s teams. The position will also assist in integrating the Test Services as part of CI/CD pipeline.

This F5 team owns and operates a critical application for F5 customer support teams, as well as F5 customers.

We are in the midst of a transition away from an older architecture to a new, cloud based architecture and stack, and are looking for SDETs who are interested in working with large scale systems, and complex data processing workflows, who can automate both API and UI testing, and who have a strong drive to work with other software engineers to produce high quality, robust software solutions.

Primary Responsibilities
Test Automation/Tool Development (70% of time)

Contribute user stories to automated test development backlog using existing manual test scripts, project requirements, support tickets and on request from TS technical staff.
Develop, schedule and execute automated test cases as prioritized using team-selected tools.
Create and Maintain the test automation framework as per the product needs that supports integration, scheduled regression and on-request execution of tests.
Participate in the planning for and develop the tools/systems needed to make test automation execution and reporting accessible to TS staff.
Project / Release Quality Assurance (30% of time)

Provide testing support to projects and product releases both with automated tests, and manual testing as required
Work closely with developers, analysts and system administrators as Test Engineering SME to model and foster the implementation of TS Test Engineering into projects and production support. Coordinate with the vendors who provide / support various testing resources & services
Report findings, log defects and ensure an appropriate disposition for each
Maintain test automation application(s) (sustaining engineering)
Knowledge, Skills and Abilities
Demonstrated expertise in creating automation frameworks and thorough understanding of all the automation concepts
Demonstrated ability in developing new automation tools based on the business and customer needs
Ability to partner with different development and business teams in different geographies
Excellent communication and interpersonal skills
Strong time management and organizational skills
Ability to provide exceptional support to both internal and external customers
Ability to prioritize and multi-task in a fast paced, changing environment
Excellent analytical, critical thinking and problem-solving skills
Strong knowledge of continuous integration; build and deploy automation tools desirable
Qualifications
Bachelor’s degree in computer science, information systems or equivalent experience
5+ years of experience in all phases of testing with heavy exposure to automation
Proficient in at least in 2 test automation tools, including but not limited to Selenium, UFT, SOA test, JMeter, Cucumber) required
2+ years developing automated testing facilities for API based complex data workflows
Experience with databases and good SQL skills preferred
Experience multiple software development methodologies/lifecycles required
Experience with testing of data-driven and event-driven architectures required
Solid programming knowledge of at least 1 high level scripting language (Python, JavaScript/Typescript, Ruby, etc.)
Advanced programming proficiency in at least one language"
0,"We are looking for a skilled Sr. SDET (Software Developer Engineer in Test) with Python, C++, C# experience. This role will work in an iterative (agile) process and work in a very collaborative environment. If the idea of building automation into the test and development process excites you and you get excited by tough challenges and have a keen attention to detail, this is the role for you! The ideal candidate will have experience with automation frameworks, a strong understanding of whole product development best practices, and a passion for automation.


Responsibilities:


Work within a team of developers and testers, system engineers, product owners, and technical leads to create test plans, automated test cases, and tools for requirements verification and product validation.
Convert manual test cases to Python test cases on in-house test automation framework.
Create and validate internal tools for testing (python, C++, C#) as required for test automation

Your Qualifications
Requirements:


7+ years’ experience in test automation on embedded systems.
Experience with Python and c++
5+ years’ experience building maintainable and efficient automated tests in a CI/CD environment using python, Jira, git, and Jenkins.
Knowing QA best practices and how to create processes to drive quality in a product.
Experience in writing and executing verification plans for medical devices
Experience in scrum, Kanban, or SAFe a plus
BS Computer Science/Engineering and/or equivalent education."
0,"Job Description

Key Accountabilities:

Solution, design, and develop continuous testing framework; and solution that integrate all testing types in compliance with enterprise standards
Design & integrate testing capabilities and automated solutions for dependencies such as test data, service virtualization and containerized execution infrastructure into enterprise CI/CD pipeline
Devise tooling strategy for Quality Engineering practice
Responsibilities:
Identify testing capability requirements, gaps in existing capabilities, lead R&Ds and POCs, and take them through business case approvals
Develop architectural blueprints for all testing tools for enterprise use in compliance with enterprise standards and compliance requirements
Be the subject matter expert for all continuous testing capabilities, policies and standards
Lead test automation capability development, including automation frameworks, infrastructure and commercial tools
Lead the development, deployment and analysis of automation metrics & KPIs around automation effectiveness & efficiencies
Conduct R&D, POCs and develop business cases as required
Solution for and integrate with automated data and service virtualization
Solution and lead the development and deployment of integrated reporting mechanism, reducing manual intervention
Support adoption of automate first approach and Continuous Testing framework
Develop policies, guidelines and best practices for compliant automation solutions
Evangelize Continuous Testing framework (capabilities and practices) and enforce standards
Conduct ongoing reviews of automation solution ensuring they are bug free and compliant
Job Requirements

Requirements:

8-10 Years in a progressively technical leadership role in test automation
3-5 years in an SDET or Test Architect role focused on continuous testing
Expert knowledge and hands on expertise on variety of test automation tools, frameworks and CI/CD tools
Well-rounded understanding of all test types (functional/non-functional) and delivery methodologies
Hands on expertise with test automation and build tools Selenium, Appium, Java, Rest Assured, Parasoft, Maven, Gradle, Jenkins, GIT, Bitbucket, etc.
Excellent understanding of DevOps or TestOps concepts
Excellent understanding of cloud and containerization concepts – hands on experience preferred
Strong communication skills a must. Effective communication & ability to summarize and explain technical concepts to both specialists and non-specialists for buy in.
Robust organizational and time-management skills; comfortable working in a fast-paced environment and managing multiple deadlines and priorities in an agile delivery model
Azure or AWS Cloud certifications – nice to have"
0,"Our Quality Assurance Team is growing and we are looking for a SDET (Software Developer in Test) to join our team.

What you will be doing:

Design and code automation frameworks and tests
Collaborate with those in Dev and Test to help define and implement a test strategy that may include Unit, API, UI, Integration, Operations, Scalability, Performance, Robustness, etc.
Maintain and document automation frameworks, tools and infrastructure
Conduct code reviews, improve and maintain quality of the automation code
Find, reproduce, isolate, identify, report and track issues/bugs/defects through various methods.
Troubleshoot scaling and deployment issues
Actively participate in the agile methodology and advocate for self-organizing teams, continuous improvement, technical excellence, etc.
We're often asked, ""what does it take to succeed at Frozen Mountain?"" You've got to have a huge appetite for learning, take ownership, and be smart without having an ego. Here at FM, we believe in the FORCE! (Family, Ownership, Resourcefulness, Community, Excellence) Is the FORCE strong within you? Below are more details of what we are looking for in this role.


Bachelor's Degree in Computer Science or equivalent
Understanding of QA best practices but with an automate-first mentality
3+ years of automation back-end development experience
Experience in building out an automation framework and assembling it with docker
Experience assembling docker images
Strong knowledge of a high-level language such as Java, C#, Javascript
Passion for product quality and a champion for systems and process improvements
A self-starter who is able to work independently
A life-long learner who gravitates to understand new technologies"
0,"Project Description
A leading Loan Services firm in the US is looking for a Software Development Engineer in Test focused on Python to join a growing team to work on a web application that improves correspondent lending system. The ideal candidate is a smart, roll-up your sleeves individual who is willing to jump in and aspire in an Agile environment.

Responsibilities
Responsible for automated testing of Web UI, APIs, E2E and database applications.
Supporting a full product release cycle, including support of deployments to production.
Create and update test automation standards, policies, and test scripts.
Build metrics, logging, analytics and alerting for performance and security across all endpoints and applications.
Improve deployment processes to reduce the chance of downtime and critical bugs.
Develop/improve engineering workflows and best practices.

Requirements
Solid experience in roles with SDET-related tasks.
Strong Python programming experience.
Broad knowledge of software testing tools and techniques.
Experience with API testing.
Exposure to testing web applications."
0,"Our QA team is rapidly growing our automation efforts and looking for a strong Lead SDET to help us build our team. Our QA org has a strong track record of providing subject area partnership and a history of releasing products with high quality. We'll work together to be able to push the upper boundaries of your career by partnering closely with QA management and various partners across our studios to extend and improve our ground breaking cloud-based automation infrastructure. As teams integrate against this framework you'll provide support for integrations into AWS and CI pipelines as well as assistance with operationalizing automation for functional QA Analyst use. Furthermore, as we integrate more projects throughout the group you will partner with QA leadership to build out a program and lead a small team of SDETs while mentoring high potential functional analysts to grow our capacity and project velocity.
You'll:
Maintain and extend cloud-based automation infrastructure for mobile games, web tools and internal databases
Assist with harness integration, customization and library creation for mobile object-based automation
Build automation scripts, test failure investigation and defect reporting
Build and identify new automation opportunities in partnership with Development teams
Partner with functional QA teams to operationalize test infrastructure
Build, manage and mentor a small but growing team
We'd like to see your experience reflect:
Demonstrated ability crafting and operating automation infrastructure though multiple projects
2+ years experience working with AWS, Device Farm or other cloud technologies
Prior experience managing or mentoring junior SDETs
Expert knowledge of test approaches and corresponding tools
Expert proficiency in Python, experience with PHP/JS
Excellent communication and partnership skills across multiple teams and groups
You'll get bonus points for having:
A passion for mobile games and women empowerment
Project Management/TCM software experience such as JIRA and TestRail
Interest in elevating the test subject area within the games industry
Experience or interest in presenting at conferences"
0,"The Software Development Engineer in Test (SDET) tackles a variety of technical challenges. Plays an active role in
translating business and functional requirements into concrete deliverables and building test systems in partnership with other technology leaders within the team. Is a core member of the development team and participates in the complete development lifecycle process. Develops, implements, and sustains test automation processes, practices, and controls in support of application and system requirement, development and test activities throughout the software development and sustainment lifecycles. Leads and consults on test automation strategy, requirement, design, implementation and execution. SDET resources must be able to create high quality, maintainable, and performant code for automated test cases and the frame works to execute and report them.
2-4 years of the following:
Professional experience using Java or JavaScript.
Professional experience using 3 or more automation tools (e.g., Selenium, TestNG, Appium, Sauce Labs, Rest Assured, Postman, Cucumber, Jasmine, Protractor, etc.).
Professional experience with various testing methodologies and strategies: Test Driven Development, Behavior Driven Development, etc.
Professional experience using CA Service Virtualization or equivalent.
Professional experience using issue-tracking software and agile project management systems.
Professional experience designing and developing applications on Unix or Windows environment, mobile platforms (Android or iOS) or designing complex multi-tiered applications.
Testing (Requirements Gathering)
Ensures requirements and/or user stories are testable.
Clarifies any ambiguity with requirements, user stories, design and other artifacts produced as part of the product lifecycle.
Provides estimates for user stories and tasks.

Testing (Technical)
Coordinates, develops and maintains all test activities.
Manages defects.
Acts as a liaison with end-to-end test execution team. (Context of Domain Team only).
Writes and executes automated and manual tests as needed to provide an ongoing measure of the quality
of the product.
Analyzes code coverage using industry standard tools such as SonarQube.
Ensures automated tests are integrated into the Continuous Delivery Pipeline.
Designs, develops, and maintains automation systems and tools to be used by development and test engineers.
Assists in designing test cases for unit, functional, performance, scalability, and durability testing (where applicable).
Manages and grooms the automated and manual test suites regularly to ensure proper balance between coverage and fast feedback cycles.
Works with IT partner teams to provide test data by request, creation or modification for all phases of the delivery process via a repeatable and automated process.
Grows and maintains technical skills and expertise through continuing education and training.
Testing QA
Closely coordinates with both Dev and Ops regarding testing practices and ensuring quality thresholds are met.
Contributes in Design and Design Reviews.
Contributes in code review."
0,"2+ years of non-internship professional software development testing experience
Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
1+ years of experience building test automation frameworks and tools
Bachelor’s degree in Computer Science, Computer Engineering or similar technical field
3+ year’s of development experience as a Software Engineer in Test
Experience in object oriented designing and object oriented languages such as Java, .NET, Objective C, C++, Python, Ruby
Demonstrated experience in test framework design and development.
Experience in writing testing frameworks and automation tools is preferable
Experienced in mobile (iOS and Android) and backend API testing automation.
Experience influencing software engineering best practices within your team
Strong knowledge of QA methodology and tools, with demonstrated experience in an SDET role
Excellent communication, collaboration, reporting, analytical and problem solving skills.
Amazon Music
Imagine being a part of an agile team where your ideas have the potential to reach millions. Picture working on cutting-edge consumer-facing products, where every single team member is a critical voice in the decision-making process. Envision being able to leverage the resources of a Fortune-500 company within the atmosphere of a start-up. Welcome to Amazon Music, where ideas are born and come to life as Amazon Music Unlimited, Prime Music, and so much more.

Everyone on our team has a meaningful impact on product features, new directions in music streaming, and customer engagement. We are looking for new team members across a variety of job functions including software engineering/development, marketing, design, ops and more. Come join us as we make history by launching exciting new projects in the coming year.

A day in the life
A Software Design Engineer in Test (SDET) at Amazon is a developer with the primary responsibility of writing frameworks and tools to test products. It is a very unique and challenging role and provides immense opportunity to design and develop wide-reaching tools. It combines the ""building"" aspect of software design engineering with the ""breaking"" aspect of software test engineering."
0,"EnergyHub is expanding our Quality Assurance team and we're looking for an experienced Software Development Engineer in Test.

This role is an exciting opportunity to build and maintain automated test frameworks from the ground up and to be a key player in defining and implementing testability. Our QA team is closely integrated with development and gets involved early in the process, which means you will be engaged and contributing to the full product life-cycle, playing a central role in our quality process and continued success.

As a Software Development Engineer in Test, you will:
Design, troubleshoot, and maintain comprehensive automated test sets that cover functional and technical specifications, systems integration, compatibility, and performance
Review both unit and manual tests to identify high-value areas for testing as well as areas where test coverage is lacking
Drive the adoption of best test practices across the whole team
Identify and advise on the technical ramifications of code changes
Write code to implement software designs that facilitate testing
Provide automation development guidance to other members of the dev team
Perform manual functional, exploratory and negative testing
Contribute to our team culture and inclusive workplace environment
Skills/Qualifications:


Professional test automation coding experience, preferably in a small to medium-sized team
Experience with Selenium or similar
Experience with Java, Python, React or similar
Experience with test tools and frameworks like Gherkin, Robot Framework or similar
Nice to have:


Experience with DevOps and building CI pipelines would be a plus
Familiarity with Docker and any security experience like Oauth, penetration testing, etc"
0,"Sr. Software Developer in Test (SDET)

Job Overview:

Our team is actively seeking a motivated and talented test engineer who is passionate about testing software through automation.
You will be part of an inter-disciplinary team of hardware, firmware, software, system, and test engineers to develop and integrate cutting-edge technologies for Financial Services Company building E2E automation solutions connecting Advisor Platform, Investor Platform and Teammates.
You’ll work closely with product and engineering teams to understand features, develop and automate test cases, improve product quality and shorten release time from dev to production.

You Will Be:

Automating tests using internal and open source tools & infrastructure
Reviewing user interfaces for conformity and functionality
Working with software engineers to understand product architecture and features
Create and maintain data scenarios to support test plans and test cases
Analyzing test results, being a vocal proponent for quality in every phase of the development process
Documenting and track bugs to closure
Working in an Agile/Scrum environment to deliver high quality software Basic Qualifications
Bachelor’s degree in technical field, Computer Science, Computer Engineering or equivalent
4+ years of experience as a QA Engineer or SDET
3+ years working with test processes, methodologies, tools and technology
Automation experience working with technologies: Java, Python, JavaScript, .Net, etc.
SQL and ability to write complex queries to validate
Ability to thrive in a fast-paced environment where resourcefulness, determination, and strong problem-solving skills are necessary for success.
Positive attitude and the ability to complete assigned objectives with minimal supervision.

Preferred Qualifications:

Bachelor’s degree in Computer Science, Computer Engineering or related field
Excellent understanding of CI/CD and how QA/automation process fits into the model
Knowledge and experience of automation tools like Appium, Xcode, Selenium, BDD and Cucumber
Fluent in API and UI testing and creating automation test suites
Prior experience working as QA or SDET in Agile/Scrum teams, Financial Industry experience a plus
AWS experience a plus"
0,"JOB DESCRIPTION:

10+ years of experience in leading the automation team across multiple vendors and across a large number of applications.

Need Someone with strong communication

Responsibilities:

The candidate will be responsible for defining and implementation of Automation Strategy across all applications Supported by Wealth Management QA.

Required Skills:

Demonstrate expertise in automation Strategy and planning - for both UI and Backend
Expertise in coding using one or more various languages - Ex: .NET or Java
Strong knowledge of test harness framework and coding best practices
Demonstrate expertise in automation framework development with continuous improvements and reusability in mind
Experience with web services testing
Protractor, selenium, UFT, JMeter, JUnit, and setting with the frameworks and understanding.
Desired Skills:

Strong programming skill on .NET or Java Platform
Experience building back-end automation test harness
Experience in a message-based test using XML family including XML, XPATH, XSLT, and SOAP
Knowledge in WebSphere MQ Series or similar products
Strong team and task management skills
Exposure to Agile, TDD, and BDD
Job Types: Full-time, Contract

Education:

Bachelor's (Preferred)
Experience:

SDET: 5 years (Preferred)
Test Automation: 3 years (Preferred)
Coding: 3 years (Preferred)
Java: 3 years (Preferred)
.Net: 3 years (Preferred)
selenium: 1 year (Preferred)
UFT: 1 year (Preferred)
JMeter: 1 year (Preferred)
JUnit: 1 year (Preferred)"
0,"Aureus Group has partnered with a leading Insurance organization in Omaha, NE to find a Software Engineer in Test. This highly visible role will interact with all aspects of the business and requires a broad skillset. The SDET will primarily be responsible for Building and Automating their current test environment.

Technical Skills for the Software Engineer in Test:
SDET should able to perform Test Automation and setting up frameworks on multiple application platforms like Web, Mobile, and Desktop.
Investigate customer problems referred by the technical support team.
Create & manage bug reports and communicate with the team.
Able to build different test scenarios and acceptance tests.
SDET needs to handle technical communications with Partners to understand client's systems or APIs.
SDET also works with deployment teams and resolving any level issues for the system.
SDET should also able to set up, maintain, and operate test automation frameworks.

Software Engineer in Test Skills include:
Degree in Computer Science
3+ years of experience in test automation with Java/Jenkins/SQL with databases and APIs.
5+ years of experience in automated and manual testing.
Proven experience in reviewing requirements, specifications, and technical design documents to provide timely and meaningful feedback.
Experience creating detailed, comprehensive, and well-structured test plans and test cases for functional and non-functional testing."
0,"Position Summary:

Responsible for delivering innovative, compelling, coherent software solutions for our consumer, internal operations and value chain constituents across a wide variety of enterprise applications through the creation of discrete business services and their supporting components. Designs and builds test framework to test the end-to-end solution on the validation of the product. Requires knowledge of best practices in the areas of design, development, and testing. Brings collaborative ideas on testing improvements shared among different test groups and organizations. Requires knowledge of writing and running automated tests with direction from the Software Engineering Manager and/or Lead SDET. Follows best coding practices and methods identified by the team. Ensures the performance of all duties in accordance with the companys policies and procedures, all U.S. state and federal laws and regulations, wherein the company operates.

Responsibilities:

Reviews and translates requirements into functional and technical test cases and implements them for thorough test coverage.
Creates integration test plans for smaller projects. Creates tests which ensure application functionality, including up- and down-stream interfaces.
Uses testing frameworks to ensure quality software solutions. Assists in the design and implementation of testing frameworks.
Utilizes experience with frameworks and/or tools such as Robot, Cucumber, Watir, SoapUI, etc. Designs to build automated test suites to validate business and technical requirements.
Analyzes test case failures to identify points of failure in the most product features and capabilities. Uses independent judgement to resolve issues and provides recommendations for improvement.
Collaborates with other technical teams by assisting in troubleshooting the most complex technical or end-user scenarios.
Adheres to coding and testing standards. Follows established best practices and provides recommendations for improvement in both standards and practices. Leads the code reviews for peers and makes necessary adjustments. Contributes to coding standards.
Performs other duties and projects as assigned.
Requirements:

B.S. in Computer Science, B.S. Software Engineering or B.A. in Computer Information Systems or equivalent preferred and a minimum of four (4) + years of relevant technology job experience.
Understanding of financial terms and concepts is preferred. Knowledge of mortgage specific terminology, concepts and systems is preferred.
Advanced competence with multiple relevant languages and technologies and a minimum of four (4) + years of experience with C#, Selenium, NUnit, Jasmine, Protractor, Javascript, Postman, Swagger, etc. required.
Experience with TFS, JIRA, and Confluence preferred.
Minimum three (3) + years of experience working collaboratively in a team environment.
Experienced with several methods for analyzing data, log files, performance, etc."
